"","ANO_ELEICAO","DESCRICAO_CARGO","SIGLA_PARTIDO","UF","Cadeiras conquistadas por UF"
"1367",2018,"DEPUTADO FEDERAL","PSOL","RS",1
"1368",2018,"DEPUTADO FEDERAL","PSOL","SP",3
"1369",2018,"DEPUTADO FEDERAL","PT","AL",1
"1370",2018,"DEPUTADO FEDERAL","PT","AM",1
"1371",2018,"DEPUTADO FEDERAL","PT","BA",8
"1372",2018,"DEPUTADO FEDERAL","PT","CE",3
"1373",2018,"DEPUTADO FEDERAL","PT","DF",1
"1374",2018,"DEPUTADO FEDERAL","PT","ES",1
"1375",2018,"DEPUTADO FEDERAL","PT","GO",1
"1376",2018,"DEPUTADO FEDERAL","PT","MA",1
"1377",2018,"DEPUTADO FEDERAL","PT","MG",8
"1378",2018,"DEPUTADO FEDERAL","PT","MS",1
"1379",2018,"DEPUTADO FEDERAL","PT","MT",1
"1380",2018,"DEPUTADO FEDERAL","PT","PA",2
"1381",2018,"DEPUTADO FEDERAL","PT","PB",1
"1382",2018,"DEPUTADO FEDERAL","PT","PE",2
"1383",2018,"DEPUTADO FEDERAL","PT","PI",2
"1384",2018,"DEPUTADO FEDERAL","PT","PR",3
"1385",2018,"DEPUTADO FEDERAL","PT","RJ",1
"1386",2018,"DEPUTADO FEDERAL","PT","RN",2
"1387",2018,"DEPUTADO FEDERAL","PT","RS",5
"1388",2018,"DEPUTADO FEDERAL","PT","SC",1
"1389",2018,"DEPUTADO FEDERAL","PT","SE",1
"1390",2018,"DEPUTADO FEDERAL","PT","SP",8
"1391",2018,"DEPUTADO FEDERAL","PT","TO",1
"1392",2018,"DEPUTADO FEDERAL","PTB","AL",1
"1393",2018,"DEPUTADO FEDERAL","PTB","CE",1
"1394",2018,"DEPUTADO FEDERAL","PTB","MA",1
"1395",2018,"DEPUTADO FEDERAL","PTB","MT",1
"1396",2018,"DEPUTADO FEDERAL","PTB","PA",2
"1397",2018,"DEPUTADO FEDERAL","PTB","PB",1
"1398",2018,"DEPUTADO FEDERAL","PTB","PR",1
"1399",2018,"DEPUTADO FEDERAL","PTB","RS",2
"1400",2018,"DEPUTADO FEDERAL","PTC","PI",1
"1401",2018,"DEPUTADO FEDERAL","PTC","RN",1
"1402",2018,"DEPUTADO FEDERAL","PV","CE",1
"1403",2018,"DEPUTADO FEDERAL","PV","DF",1
"1404",2018,"DEPUTADO FEDERAL","PV","PR",1
"1405",2018,"DEPUTADO FEDERAL","PV","SP",1
"1406",2018,"DEPUTADO FEDERAL","REDE","RR",1
"1407",2018,"DEPUTADO FEDERAL","SOLIDARIEDADE","AC",1
"1408",2018,"DEPUTADO FEDERAL","SOLIDARIEDADE","AM",1
"1409",2018,"DEPUTADO FEDERAL","SOLIDARIEDADE","CE",1
"1410",2018,"DEPUTADO FEDERAL","SOLIDARIEDADE","GO",1
"1411",2018,"DEPUTADO FEDERAL","SOLIDARIEDADE","MG",1
"1412",2018,"DEPUTADO FEDERAL","SOLIDARIEDADE","MT",1
"1413",2018,"DEPUTADO FEDERAL","SOLIDARIEDADE","PE",1
"1414",2018,"DEPUTADO FEDERAL","SOLIDARIEDADE","RJ",1
"1415",2018,"DEPUTADO FEDERAL","SOLIDARIEDADE","RR",1
"1416",2018,"DEPUTADO FEDERAL","SOLIDARIEDADE","SE",1
"1417",2018,"DEPUTADO FEDERAL","SOLIDARIEDADE","SP",1
"1418",2018,"DEPUTADO FEDERAL","SOLIDARIEDADE","TO",2
