"","Município - UF"
"2734","Santana de Mangueira - PB"
"2735","Santana dos Garrotes - PB"
"2736","Santo André - PB"
"2737","São Bentinho - PB"
"2738","São Bento - PB"
"2739","São Domingos - PB"
"2740","São Domingos do Cariri - PB"
"2741","São Francisco - PB"
"2742","São João do Cariri - PB"
"2743","São João do Rio do Peixe - PB"
"2744","São João do Tigre - PB"
"2745","São José da Lagoa Tapada - PB"
"2746","São José de Caiana - PB"
"2747","São José de Espinharas - PB"
"2748","São José de Piranhas - PB"
"2749","São José de Princesa - PB"
"2750","São José do Bonfim - PB"
"2751","São José do Brejo do Cruz - PB"
"2752","São José do Sabugi - PB"
"2753","São José dos Cordeiros - PB"
"2754","São José dos Ramos - PB"
"2755","São Mamede - PB"
"2756","São Miguel de Taipu - PB"
"2757","São Sebastião de Lagoa de Roça - PB"
"2758","São Sebastião do Umbuzeiro - PB"
"2759","São Vicente do Seridó - PB"
"2760","Sapé - PB"
"2761","Serra Branca - PB"
"2762","Serra da Raiz - PB"
"2763","Serra Grande - PB"
"2764","Serra Redonda - PB"
"2765","Serraria - PB"
"2766","Sertãozinho - PB"
"2767","Sobrado - PB"
"2768","Solânea - PB"
"2769","Soledade - PB"
"2770","Sossêgo - PB"
"2771","Sousa - PB"
"2772","Sumé - PB"
"2773","Tacima - PB"
"2774","Taperoá - PB"
"2775","Tavares - PB"
"2776","Teixeira - PB"
"2777","Tenório - PB"
"2778","Triunfo - PB"
"2779","Uiraúna - PB"
"2780","Umbuzeiro - PB"
"2781","Várzea - PB"
"2782","Vieirópolis - PB"
"2783","Vista Serrana - PB"
"2784","Zabelê - PB"
"2785","Abreu e Lima - PE"
"2786","Afogados da Ingazeira - PE"
"2787","Afrânio - PE"
"2788","Agrestina - PE"
"2789","Água Preta - PE"
"2790","Águas Belas - PE"
"2791","Alagoinha - PE"
"2792","Aliança - PE"
"2793","Altinho - PE"
"2794","Amaraji - PE"
"2795","Angelim - PE"
"2796","Araçoiaba - PE"
"2797","Araripina - PE"
"2798","Arcoverde - PE"
"2799","Barra de Guabiraba - PE"
"2800","Barreiros - PE"
"2801","Belém de Maria - PE"
"2802","Belém do São Francisco - PE"
"2803","Belo Jardim - PE"
"2804","Betânia - PE"
"2805","Bezerros - PE"
"2806","Bodocó - PE"
"2807","Bom Conselho - PE"
"2808","Bom Jardim - PE"
"2809","Bonito - PE"
"2810","Brejão - PE"
"2811","Brejinho - PE"
"2812","Brejo da Madre de Deus - PE"
"2813","Buenos Aires - PE"
"2814","Buíque - PE"
"2815","Cabo de Santo Agostinho - PE"
"2816","Cabrobó - PE"
"2817","Cachoeirinha - PE"
"2818","Caetés - PE"
"2819","Calçado - PE"
"2820","Calumbi - PE"
"2821","Camaragibe - PE"
"2822","Camocim de São Félix - PE"
"2823","Camutanga - PE"
"2824","Canhotinho - PE"
"2825","Capoeiras - PE"
"2826","Carnaíba - PE"
"2827","Carnaubeira da Penha - PE"
"2828","Carpina - PE"
"2829","Caruaru - PE"
"2830","Casinhas - PE"
"2831","Catende - PE"
"2832","Cedro - PE"
"2833","Chã de Alegria - PE"
"2834","Chã Grande - PE"
"2835","Condado - PE"
"2836","Correntes - PE"
"2837","Cortês - PE"
"2838","Cumaru - PE"
"2839","Cupira - PE"
"2840","Custódia - PE"
"2841","Dormentes - PE"
"2842","Escada - PE"
"2843","Exu - PE"
"2844","Feira Nova - PE"
"2845","Ferreiros - PE"
"2846","Flores - PE"
"2847","Floresta - PE"
"2848","Frei Miguelinho - PE"
"2849","Gameleira - PE"
"2850","Garanhuns - PE"
"2851","Glória do Goitá - PE"
"2852","Goiana - PE"
"2853","Granito - PE"
"2854","Gravatá - PE"
"2855","Iati - PE"
"2856","Ibimirim - PE"
"2857","Ibirajuba - PE"
"2858","Igarassu - PE"
"2859","Iguaracy - PE"
"2860","Ilha de Itamaracá - PE"
"2861","Inajá - PE"
"2862","Ingazeira - PE"
"2863","Ipojuca - PE"
"2864","Ipubi - PE"
"2865","Itacuruba - PE"
"2866","Itaíba - PE"
"2867","Itambé - PE"
"2868","Itapetim - PE"
"2869","Itapissuma - PE"
"2870","Itaquitinga - PE"
"2871","Jaboatão dos Guararapes - PE"
"2872","Jaqueira - PE"
"2873","Jataúba - PE"
"2874","Jatobá - PE"
"2875","João Alfredo - PE"
"2876","Joaquim Nabuco - PE"
"2877","Jucati - PE"
"2878","Jupi - PE"
"2879","Jurema - PE"
"2880","Lagoa de Itaenga - PE"
"2881","Lagoa do Carro - PE"
"2882","Lagoa do Ouro - PE"
"2883","Lagoa dos Gatos - PE"
"2884","Lagoa Grande - PE"
"2885","Lajedo - PE"
"2886","Limoeiro - PE"
"2887","Macaparana - PE"
"2888","Machados - PE"
"2889","Manari - PE"
"2890","Maraial - PE"
"2891","Mirandiba - PE"
"2892","Moreilândia - PE"
"2893","Moreno - PE"
"2894","Nazaré da Mata - PE"
"2895","Olinda - PE"
"2896","Orobó - PE"
"2897","Orocó - PE"
"2898","Ouricuri - PE"
"2899","Palmares - PE"
"2900","Palmeirina - PE"
"2901","Panelas - PE"
"2902","Paranatama - PE"
"2903","Parnamirim - PE"
"2904","Passira - PE"
"2905","Paudalho - PE"
"2906","Paulista - PE"
"2907","Pedra - PE"
"2908","Pesqueira - PE"
"2909","Petrolândia - PE"
"2910","Petrolina - PE"
"2911","Poção - PE"
"2912","Pombos - PE"
"2913","Primavera - PE"
"2914","Quipapá - PE"
"2915","Quixaba - PE"
"2916","Recife - PE"
"2917","Riacho das Almas - PE"
"2918","Ribeirão - PE"
"2919","Rio Formoso - PE"
"2920","Sairé - PE"
"2921","Salgadinho - PE"
"2922","Salgueiro - PE"
"2923","Saloá - PE"
"2924","Sanharó - PE"
"2925","Santa Cruz - PE"
"2926","Santa Cruz da Baixa Verde - PE"
"2927","Santa Cruz do Capibaribe - PE"
"2928","Santa Filomena - PE"
"2929","Santa Maria da Boa Vista - PE"
"2930","Santa Maria do Cambucá - PE"
"2931","Santa Terezinha - PE"
"2932","São Benedito do Sul - PE"
"2933","São Bento do Una - PE"
"2934","São Caitano - PE"
"2935","São João - PE"
"2936","São Joaquim do Monte - PE"
"2937","São José da Coroa Grande - PE"
"2938","São José do Belmonte - PE"
"2939","São José do Egito - PE"
"2940","São Lourenço da Mata - PE"
"2941","São Vicente Ferrer - PE"
"2942","Serra Talhada - PE"
"2943","Serrita - PE"
"2944","Sertânia - PE"
"2945","Sirinhaém - PE"
"2946","Solidão - PE"
"2947","Surubim - PE"
"2948","Tabira - PE"
"2949","Tacaimbó - PE"
"2950","Tacaratu - PE"
"2951","Tamandaré - PE"
"2952","Taquaritinga do Norte - PE"
"2953","Terezinha - PE"
"2954","Terra Nova - PE"
"2955","Timbaúba - PE"
"2956","Toritama - PE"
"2957","Tracunhaém - PE"
"2958","Trindade - PE"
"2959","Triunfo - PE"
"2960","Tupanatinga - PE"
"2961","Tuparetama - PE"
"2962","Venturosa - PE"
"2963","Verdejante - PE"
"2964","Vertente do Lério - PE"
"2965","Vertentes - PE"
"2966","Vicência - PE"
"2967","Vitória de Santo Antão - PE"
"2968","Xexéu - PE"
"2969","Acauã - PI"
"2970","Agricolândia - PI"
"2971","Água Branca - PI"
"2972","Alagoinha do Piauí - PI"
"2973","Alegrete do Piauí - PI"
"2974","Alto Longá - PI"
"2975","Altos - PI"
"2976","Alvorada do Gurguéia - PI"
"2977","Amarante - PI"
"2978","Angical do Piauí - PI"
"2979","Anísio de Abreu - PI"
"2980","Antônio Almeida - PI"
"2981","Aroazes - PI"
"2982","Aroeiras do Itaim - PI"
"2983","Arraial - PI"
"2984","Assunção do Piauí - PI"
"2985","Avelino Lopes - PI"
"2986","Baixa Grande do Ribeiro - PI"
"2987","Barra D'Alcântara - PI"
"2988","Barras - PI"
"2989","Barreiras do Piauí - PI"
"2990","Barro Duro - PI"
"2991","Batalha - PI"
"2992","Bela Vista do Piauí - PI"
"2993","Belém do Piauí - PI"
"2994","Beneditinos - PI"
"2995","Bertolínia - PI"
"2996","Betânia do Piauí - PI"
"2997","Boa Hora - PI"
"2998","Bocaina - PI"
"2999","Bom Jesus - PI"
"3000","Bom Princípio do Piauí - PI"
"3001","Bonfim do Piauí - PI"
"3002","Boqueirão do Piauí - PI"
"3003","Brasileira - PI"
"3004","Brejo do Piauí - PI"
"3005","Buriti dos Lopes - PI"
"3006","Buriti dos Montes - PI"
"3007","Cabeceiras do Piauí - PI"
"3008","Cajazeiras do Piauí - PI"
"3009","Cajueiro da Praia - PI"
"3010","Caldeirão Grande do Piauí - PI"
"3011","Campinas do Piauí - PI"
"3012","Campo Alegre do Fidalgo - PI"
"3013","Campo Grande do Piauí - PI"
"3014","Campo Largo do Piauí - PI"
"3015","Campo Maior - PI"
"3016","Canavieira - PI"
"3017","Canto do Buriti - PI"
"3018","Capitão de Campos - PI"
"3019","Capitão Gervásio Oliveira - PI"
"3020","Caracol - PI"
"3021","Caraúbas do Piauí - PI"
"3022","Caridade do Piauí - PI"
"3023","Castelo do Piauí - PI"
"3024","Caxingó - PI"
"3025","Cocal - PI"
"3026","Cocal de Telha - PI"
"3027","Cocal dos Alves - PI"
"3028","Coivaras - PI"
"3029","Colônia do Gurguéia - PI"
"3030","Colônia do Piauí - PI"
"3031","Conceição do Canindé - PI"
"3032","Coronel José Dias - PI"
"3033","Corrente - PI"
"3034","Cristalândia do Piauí - PI"
"3035","Cristino Castro - PI"
"3036","Curimatá - PI"
"3037","Currais - PI"
"3038","Curral Novo do Piauí - PI"
"3039","Curralinhos - PI"
"3040","Demerval Lobão - PI"
"3041","Dirceu Arcoverde - PI"
"3042","Dom Expedito Lopes - PI"
"3043","Dom Inocêncio - PI"
"3044","Domingos Mourão - PI"
"3045","Elesbão Veloso - PI"
"3046","Eliseu Martins - PI"
"3047","Esperantina - PI"
"3048","Fartura do Piauí - PI"
"3049","Flores do Piauí - PI"
"3050","Floresta do Piauí - PI"
"3051","Floriano - PI"
"3052","Francinópolis - PI"
"3053","Francisco Ayres - PI"
"3054","Francisco Macedo - PI"
"3055","Francisco Santos - PI"
"3056","Fronteiras - PI"
"3057","Geminiano - PI"
"3058","Gilbués - PI"
"3059","Guadalupe - PI"
"3060","Guaribas - PI"
"3061","Hugo Napoleão - PI"
"3062","Ilha Grande - PI"
"3063","Inhuma - PI"
"3064","Ipiranga do Piauí - PI"
"3065","Isaías Coelho - PI"
"3066","Itainópolis - PI"
"3067","Itaueira - PI"
"3068","Jacobina do Piauí - PI"
"3069","Jaicós - PI"
"3070","Jardim do Mulato - PI"
"3071","Jatobá do Piauí - PI"
"3072","Jerumenha - PI"
"3073","João Costa - PI"
"3074","Joaquim Pires - PI"
"3075","Joca Marques - PI"
"3076","José de Freitas - PI"
"3077","Juazeiro do Piauí - PI"
"3078","Júlio Borges - PI"
"3079","Jurema - PI"
"3080","Lagoa Alegre - PI"
"3081","Lagoa de São Francisco - PI"
"3082","Lagoa do Barro do Piauí - PI"
"3083","Lagoa do Piauí - PI"
"3084","Lagoa do Sítio - PI"
"3085","Lagoinha do Piauí - PI"
"3086","Landri Sales - PI"
"3087","Luís Correia - PI"
"3088","Luzilândia - PI"
"3089","Madeiro - PI"
"3090","Manoel Emídio - PI"
"3091","Marcolândia - PI"
"3092","Marcos Parente - PI"
"3093","Massapê do Piauí - PI"
"3094","Matias Olímpio - PI"
"3095","Miguel Alves - PI"
"3096","Miguel Leão - PI"
"3097","Milton Brandão - PI"
"3098","Monsenhor Gil - PI"
"3099","Monsenhor Hipólito - PI"
"3100","Monte Alegre do Piauí - PI"
"3101","Morro Cabeça no Tempo - PI"
"3102","Morro do Chapéu do Piauí - PI"
"3103","Murici dos Portelas - PI"
"3104","Nazaré do Piauí - PI"
"3105","Nazária - PI"
"3106","Nossa Senhora de Nazaré - PI"
"3107","Nossa Senhora dos Remédios - PI"
"3108","Nova Santa Rita - PI"
"3109","Novo Oriente do Piauí - PI"
"3110","Novo Santo Antônio - PI"
"3111","Oeiras - PI"
"3112","Olho D'Água do Piauí - PI"
"3113","Padre Marcos - PI"
"3114","Paes Landim - PI"
"3115","Pajeú do Piauí - PI"
"3116","Palmeira do Piauí - PI"
"3117","Palmeirais - PI"
"3118","Paquetá - PI"
"3119","Parnaguá - PI"
"3120","Parnaíba - PI"
"3121","Passagem Franca do Piauí - PI"
"3122","Patos do Piauí - PI"
"3123","Pau D'Arco do Piauí - PI"
"3124","Paulistana - PI"
"3125","Pavussu - PI"
"3126","Pedro II - PI"
"3127","Pedro Laurentino - PI"
"3128","Picos - PI"
"3129","Pimenteiras - PI"
"3130","Pio IX - PI"
"3131","Piracuruca - PI"
"3132","Piripiri - PI"
"3133","Porto - PI"
"3134","Porto Alegre do Piauí - PI"
"3135","Prata do Piauí - PI"
"3136","Queimada Nova - PI"
"3137","Redenção do Gurguéia - PI"
"3138","Regeneração - PI"
"3139","Riacho Frio - PI"
"3140","Ribeira do Piauí - PI"
"3141","Ribeiro Gonçalves - PI"
"3142","Rio Grande do Piauí - PI"
"3143","Santa Cruz do Piauí - PI"
"3144","Santa Cruz dos Milagres - PI"
"3145","Santa Filomena - PI"
"3146","Santa Luz - PI"
"3147","Santa Rosa do Piauí - PI"
"3148","Santana do Piauí - PI"
"3149","Santo Antônio de Lisboa - PI"
"3150","Santo Antônio dos Milagres - PI"
"3151","Santo Inácio do Piauí - PI"
"3152","São Braz do Piauí - PI"
"3153","São Félix do Piauí - PI"
"3154","São Francisco de Assis do Piauí - PI"
"3155","São Francisco do Piauí - PI"
"3156","São Gonçalo do Gurguéia - PI"
"3157","São Gonçalo do Piauí - PI"
"3158","São João da Canabrava - PI"
"3159","São João da Fronteira - PI"
"3160","São João da Serra - PI"
"3161","São João da Varjota - PI"
"3162","São João do Arraial - PI"
"3163","São João do Piauí - PI"
"3164","São José do Divino - PI"
"3165","São José do Peixe - PI"
"3166","São José do Piauí - PI"
"3167","São Julião - PI"
"3168","São Lourenço do Piauí - PI"
"3169","São Luis do Piauí - PI"
"3170","São Miguel da Baixa Grande - PI"
"3171","São Miguel do Fidalgo - PI"
"3172","São Miguel do Tapuio - PI"
"3173","São Pedro do Piauí - PI"
"3174","São Raimundo Nonato - PI"
"3175","Sebastião Barros - PI"
"3176","Sebastião Leal - PI"
"3177","Sigefredo Pacheco - PI"
"3178","Simões - PI"
"3179","Simplício Mendes - PI"
"3180","Socorro do Piauí - PI"
"3181","Sussuapara - PI"
"3182","Tamboril do Piauí - PI"
"3183","Tanque do Piauí - PI"
"3184","Teresina - PI"
"3185","União - PI"
"3186","Uruçuí - PI"
"3187","Valença do Piauí - PI"
"3188","Várzea Branca - PI"
"3189","Várzea Grande - PI"
"3190","Vera Mendes - PI"
"3191","Vila Nova do Piauí - PI"
"3192","Wall Ferraz - PI"
"3193","Abatiá - PR"
"3194","Adrianópolis - PR"
"3195","Agudos do Sul - PR"
"3196","Almirante Tamandaré - PR"
"3197","Altamira do Paraná - PR"
"3198","Alto Paraíso - PR"
"3199","Alto Paraná - PR"
"3200","Alto Piquiri - PR"
"3201","Altônia - PR"
"3202","Alvorada do Sul - PR"
"3203","Amaporã - PR"
"3204","Ampére - PR"
"3205","Anahy - PR"
"3206","Andirá - PR"
"3207","Ângulo - PR"
"3208","Antonina - PR"
"3209","Antônio Olinto - PR"
"3210","Apucarana - PR"
"3211","Arapongas - PR"
"3212","Arapoti - PR"
"3213","Arapuã - PR"
"3214","Araruna - PR"
"3215","Araucária - PR"
"3216","Ariranha do Ivaí - PR"
"3217","Assaí - PR"
"3218","Assis Chateaubriand - PR"
"3219","Astorga - PR"
"3220","Atalaia - PR"
"3221","Balsa Nova - PR"
"3222","Bandeirantes - PR"
"3223","Barbosa Ferraz - PR"
"3224","Barra do Jacaré - PR"
"3225","Barracão - PR"
"3226","Bela Vista da Caroba - PR"
"3227","Bela Vista do Paraíso - PR"
"3228","Bituruna - PR"
"3229","Boa Esperança - PR"
"3230","Boa Esperança do Iguaçu - PR"
"3231","Boa Ventura de São Roque - PR"
"3232","Boa Vista da Aparecida - PR"
"3233","Bocaiúva do Sul - PR"
"3234","Bom Jesus do Sul - PR"
"3235","Bom Sucesso - PR"
"3236","Bom Sucesso do Sul - PR"
"3237","Borrazópolis - PR"
"3238","Braganey - PR"
"3239","Brasilândia do Sul - PR"
"3240","Cafeara - PR"
"3241","Cafelândia - PR"
"3242","Cafezal do Sul - PR"
"3243","Califórnia - PR"
"3244","Cambará - PR"
"3245","Cambé - PR"
"3246","Cambira - PR"
"3247","Campina da Lagoa - PR"
"3248","Campina do Simão - PR"
"3249","Campina Grande do Sul - PR"
"3250","Campo Bonito - PR"
"3251","Campo do Tenente - PR"
"3252","Campo Largo - PR"
"3253","Campo Magro - PR"
"3254","Campo Mourão - PR"
"3255","Cândido de Abreu - PR"
"3256","Candói - PR"
"3257","Cantagalo - PR"
"3258","Capanema - PR"
"3259","Capitão Leônidas Marques - PR"
"3260","Carambeí - PR"
"3261","Carlópolis - PR"
"3262","Cascavel - PR"
"3263","Castro - PR"
"3264","Catanduvas - PR"
"3265","Centenário do Sul - PR"
"3266","Cerro Azul - PR"
"3267","Céu Azul - PR"
"3268","Chopinzinho - PR"
"3269","Cianorte - PR"
"3270","Cidade Gaúcha - PR"
"3271","Clevelândia - PR"
"3272","Colombo - PR"
"3273","Colorado - PR"
"3274","Congonhinhas - PR"
"3275","Conselheiro Mairinck - PR"
"3276","Contenda - PR"
"3277","Corbélia - PR"
"3278","Cornélio Procópio - PR"
"3279","Coronel Domingos Soares - PR"
"3280","Coronel Vivida - PR"
"3281","Corumbataí do Sul - PR"
"3282","Cruz Machado - PR"
"3283","Cruzeiro do Iguaçu - PR"
"3284","Cruzeiro do Oeste - PR"
"3285","Cruzeiro do Sul - PR"
"3286","Cruzmaltina - PR"
"3287","Curitiba - PR"
"3288","Curiúva - PR"
"3289","Diamante D'Oeste - PR"
"3290","Diamante do Norte - PR"
"3291","Diamante do Sul - PR"
"3292","Dois Vizinhos - PR"
"3293","Douradina - PR"
"3294","Doutor Camargo - PR"
"3295","Doutor Ulysses - PR"
"3296","Enéas Marques - PR"
"3297","Engenheiro Beltrão - PR"
"3298","Entre Rios do Oeste - PR"
"3299","Esperança Nova - PR"
"3300","Espigão Alto do Iguaçu - PR"
"3301","Farol - PR"
"3302","Faxinal - PR"
"3303","Fazenda Rio Grande - PR"
"3304","Fênix - PR"
"3305","Fernandes Pinheiro - PR"
"3306","Figueira - PR"
"3307","Flor da Serra do Sul - PR"
"3308","Floraí - PR"
"3309","Floresta - PR"
"3310","Florestópolis - PR"
"3311","Flórida - PR"
"3312","Formosa do Oeste - PR"
"3313","Foz do Iguaçu - PR"
"3314","Foz do Jordão - PR"
"3315","Francisco Alves - PR"
"3316","Francisco Beltrão - PR"
"3317","General Carneiro - PR"
"3318","Godoy Moreira - PR"
"3319","Goioerê - PR"
"3320","Goioxim - PR"
"3321","Grandes Rios - PR"
"3322","Guaíra - PR"
"3323","Guairaçá - PR"
"3324","Guamiranga - PR"
"3325","Guapirama - PR"
"3326","Guaporema - PR"
"3327","Guaraci - PR"
"3328","Guaraniaçu - PR"
"3329","Guarapuava - PR"
"3330","Guaraqueçaba - PR"
"3331","Guaratuba - PR"
"3332","Honório Serpa - PR"
"3333","Ibaiti - PR"
"3334","Ibema - PR"
"3335","Ibiporã - PR"
"3336","Icaraíma - PR"
"3337","Iguaraçu - PR"
"3338","Iguatu - PR"
"3339","Imbaú - PR"
"3340","Imbituva - PR"
"3341","Inácio Martins - PR"
"3342","Inajá - PR"
"3343","Indianópolis - PR"
"3344","Ipiranga - PR"
"3345","Iporã - PR"
"3346","Iracema do Oeste - PR"
"3347","Irati - PR"
"3348","Iretama - PR"
"3349","Itaguajé - PR"
"3350","Itaipulândia - PR"
"3351","Itambaracá - PR"
"3352","Itambé - PR"
"3353","Itapejara d'Oeste - PR"
"3354","Itaperuçu - PR"
"3355","Itaúna do Sul - PR"
"3356","Ivaí - PR"
"3357","Ivaiporã - PR"
"3358","Ivaté - PR"
"3359","Ivatuba - PR"
"3360","Jaboti - PR"
"3361","Jacarezinho - PR"
"3362","Jaguapitã - PR"
"3363","Jaguariaíva - PR"
"3364","Jandaia do Sul - PR"
"3365","Janiópolis - PR"
"3366","Japira - PR"
"3367","Japurá - PR"
"3368","Jardim Alegre - PR"
"3369","Jardim Olinda - PR"
"3370","Jataizinho - PR"
"3371","Jesuítas - PR"
"3372","Joaquim Távora - PR"
"3373","Jundiaí do Sul - PR"
"3374","Juranda - PR"
"3375","Jussara - PR"
"3376","Kaloré - PR"
"3377","Lapa - PR"
"3378","Laranjal - PR"
"3379","Laranjeiras do Sul - PR"
"3380","Leópolis - PR"
"3381","Lidianópolis - PR"
"3382","Lindoeste - PR"
"3383","Loanda - PR"
"3384","Lobato - PR"
"3385","Londrina - PR"
"3386","Luiziana - PR"
"3387","Lunardelli - PR"
"3388","Lupionópolis - PR"
"3389","Mallet - PR"
"3390","Mamborê - PR"
"3391","Mandaguaçu - PR"
"3392","Mandaguari - PR"
"3393","Mandirituba - PR"
"3394","Manfrinópolis - PR"
"3395","Mangueirinha - PR"
"3396","Manoel Ribas - PR"
"3397","Marechal Cândido Rondon - PR"
"3398","Maria Helena - PR"
"3399","Marialva - PR"
"3400","Marilândia do Sul - PR"
"3401","Marilena - PR"
"3402","Mariluz - PR"
"3403","Maringá - PR"
"3404","Mariópolis - PR"
"3405","Maripá - PR"
"3406","Marmeleiro - PR"
"3407","Marquinho - PR"
"3408","Marumbi - PR"
"3409","Matelândia - PR"
"3410","Matinhos - PR"
"3411","Mato Rico - PR"
"3412","Mauá da Serra - PR"
"3413","Medianeira - PR"
"3414","Mercedes - PR"
"3415","Mirador - PR"
"3416","Miraselva - PR"
"3417","Missal - PR"
"3418","Moreira Sales - PR"
"3419","Morretes - PR"
"3420","Munhoz de Melo - PR"
"3421","Nossa Senhora das Graças - PR"
"3422","Nova Aliança do Ivaí - PR"
"3423","Nova América da Colina - PR"
"3424","Nova Aurora - PR"
"3425","Nova Cantu - PR"
"3426","Nova Esperança - PR"
"3427","Nova Esperança do Sudoeste - PR"
"3428","Nova Fátima - PR"
"3429","Nova Laranjeiras - PR"
"3430","Nova Londrina - PR"
"3431","Nova Olímpia - PR"
"3432","Nova Prata do Iguaçu - PR"
"3433","Nova Santa Bárbara - PR"
"3434","Nova Santa Rosa - PR"
"3435","Nova Tebas - PR"
"3436","Novo Itacolomi - PR"
"3437","Ortigueira - PR"
"3438","Ourizona - PR"
"3439","Ouro Verde do Oeste - PR"
"3440","Paiçandu - PR"
"3441","Palmas - PR"
"3442","Palmeira - PR"
"3443","Palmital - PR"
"3444","Palotina - PR"
"3445","Paraíso do Norte - PR"
"3446","Paranacity - PR"
"3447","Paranaguá - PR"
"3448","Paranapoema - PR"
"3449","Paranavaí - PR"
"3450","Pato Bragado - PR"
"3451","Pato Branco - PR"
"3452","Paula Freitas - PR"
"3453","Paulo Frontin - PR"
"3454","Peabiru - PR"
"3455","Perobal - PR"
"3456","Pérola - PR"
"3457","Pérola d'Oeste - PR"
"3458","Piên - PR"
"3459","Pinhais - PR"
"3460","Pinhal de São Bento - PR"
"3461","Pinhalão - PR"
"3462","Pinhão - PR"
"3463","Piraí do Sul - PR"
"3464","Piraquara - PR"
"3465","Pitanga - PR"
"3466","Pitangueiras - PR"
"3467","Planaltina do Paraná - PR"
"3468","Planalto - PR"
"3469","Ponta Grossa - PR"
"3470","Pontal do Paraná - PR"
"3471","Porecatu - PR"
"3472","Porto Amazonas - PR"
"3473","Porto Barreiro - PR"
"3474","Porto Rico - PR"
"3475","Porto Vitória - PR"
"3476","Prado Ferreira - PR"
"3477","Pranchita - PR"
"3478","Presidente Castelo Branco - PR"
"3479","Primeiro de Maio - PR"
"3480","Prudentópolis - PR"
"3481","Quarto Centenário - PR"
"3482","Quatiguá - PR"
"3483","Quatro Barras - PR"
"3484","Quatro Pontes - PR"
"3485","Quedas do Iguaçu - PR"
"3486","Querência do Norte - PR"
"3487","Quinta do Sol - PR"
"3488","Quitandinha - PR"
"3489","Ramilândia - PR"
"3490","Rancho Alegre - PR"
"3491","Rancho Alegre D'Oeste - PR"
"3492","Realeza - PR"
"3493","Rebouças - PR"
"3494","Renascença - PR"
"3495","Reserva - PR"
"3496","Reserva do Iguaçu - PR"
"3497","Ribeirão Claro - PR"
"3498","Ribeirão do Pinhal - PR"
"3499","Rio Azul - PR"
"3500","Rio Bom - PR"
"3501","Rio Bonito do Iguaçu - PR"
"3502","Rio Branco do Ivaí - PR"
"3503","Rio Branco do Sul - PR"
"3504","Rio Negro - PR"
"3505","Rolândia - PR"
"3506","Roncador - PR"
"3507","Rondon - PR"
"3508","Rosário do Ivaí - PR"
"3509","Sabáudia - PR"
"3510","Salgado Filho - PR"
"3511","Salto do Itararé - PR"
"3512","Salto do Lontra - PR"
"3513","Santa Amélia - PR"
"3514","Santa Cecília do Pavão - PR"
"3515","Santa Cruz de Monte Castelo - PR"
"3516","Santa Fé - PR"
"3517","Santa Helena - PR"
"3518","Santa Inês - PR"
"3519","Santa Isabel do Ivaí - PR"
"3520","Santa Izabel do Oeste - PR"
"3521","Santa Lúcia - PR"
"3522","Santa Maria do Oeste - PR"
"3523","Santa Mariana - PR"
"3524","Santa Mônica - PR"
"3525","Santa Tereza do Oeste - PR"
"3526","Santa Terezinha de Itaipu - PR"
"3527","Santana do Itararé - PR"
"3528","Santo Antônio da Platina - PR"
"3529","Santo Antônio do Caiuá - PR"
"3530","Santo Antônio do Paraíso - PR"
"3531","Santo Antônio do Sudoeste - PR"
"3532","Santo Inácio - PR"
"3533","São Carlos do Ivaí - PR"
"3534","São Jerônimo da Serra - PR"
"3535","São João - PR"
"3536","São João do Caiuá - PR"
"3537","São João do Ivaí - PR"
"3538","São João do Triunfo - PR"
"3539","São Jorge d'Oeste - PR"
"3540","São Jorge do Ivaí - PR"
"3541","São Jorge do Patrocínio - PR"
"3542","São José da Boa Vista - PR"
"3543","São José das Palmeiras - PR"
"3544","São José dos Pinhais - PR"
"3545","São Manoel do Paraná - PR"
"3546","São Mateus do Sul - PR"
"3547","São Miguel do Iguaçu - PR"
"3548","São Pedro do Iguaçu - PR"
"3549","São Pedro do Ivaí - PR"
"3550","São Pedro do Paraná - PR"
"3551","São Sebastião da Amoreira - PR"
"3552","São Tomé - PR"
"3553","Sapopema - PR"
"3554","Sarandi - PR"
"3555","Saudade do Iguaçu - PR"
"3556","Sengés - PR"
"3557","Serranópolis do Iguaçu - PR"
"3558","Sertaneja - PR"
"3559","Sertanópolis - PR"
"3560","Siqueira Campos - PR"
"3561","Sulina - PR"
"3562","Tamarana - PR"
"3563","Tamboara - PR"
"3564","Tapejara - PR"
"3565","Tapira - PR"
"3566","Teixeira Soares - PR"
"3567","Telêmaco Borba - PR"
"3568","Terra Boa - PR"
"3569","Terra Rica - PR"
"3570","Terra Roxa - PR"
"3571","Tibagi - PR"
"3572","Tijucas do Sul - PR"
"3573","Toledo - PR"
"3574","Tomazina - PR"
"3575","Três Barras do Paraná - PR"
"3576","Tunas do Paraná - PR"
"3577","Tuneiras do Oeste - PR"
"3578","Tupãssi - PR"
"3579","Turvo - PR"
"3580","Ubiratã - PR"
"3581","Umuarama - PR"
"3582","União da Vitória - PR"
"3583","Uniflor - PR"
"3584","Uraí - PR"
"3585","Ventania - PR"
"3586","Vera Cruz do Oeste - PR"
"3587","Verê - PR"
"3588","Virmond - PR"
"3589","Vitorino - PR"
"3590","Wenceslau Braz - PR"
"3591","Xambrê - PR"
"3592","Angra dos Reis - RJ"
"3593","Aperibé - RJ"
"3594","Araruama - RJ"
"3595","Areal - RJ"
"3596","Armação dos Búzios - RJ"
"3597","Arraial do Cabo - RJ"
"3598","Barra do Piraí - RJ"
