"","Ano da eleição","UF","Cargo","Sigla do partido","Cadeiras conquistadas"
"2175",2018,"PR","Deputado Estadual","PV",2
"2176",2018,"RO","Deputado Estadual","PV",1
"2177",2018,"RR","Deputado Estadual","PV",1
"2178",2018,"SC","Deputado Estadual","PV",1
"2179",2018,"SP","Deputado Estadual","PV",1
"2180",2018,"TO","Deputado Estadual","PV",2
"2181",2018,"AP","Deputado Estadual","REDE",1
"2182",2018,"ES","Deputado Estadual","REDE",1
"2183",2018,"MG","Deputado Estadual","REDE",1
"2184",2018,"PB","Deputado Estadual","REDE",1
"2185",2018,"SE","Deputado Estadual","REDE",2
"2186",2018,"SP","Deputado Estadual","REDE",1
"2187",2018,"AC","Deputado Estadual","SOLIDARIEDADE",1
"2188",2018,"AL","Deputado Estadual","SOLIDARIEDADE",1
"2189",2018,"AP","Deputado Estadual","SOLIDARIEDADE",1
"2190",2018,"CE","Deputado Estadual","SOLIDARIEDADE",2
"2191",2018,"GO","Deputado Estadual","SOLIDARIEDADE",2
"2192",2018,"MA","Deputado Estadual","SOLIDARIEDADE",3
"2193",2018,"MG","Deputado Estadual","SOLIDARIEDADE",2
"2194",2018,"MS","Deputado Estadual","SOLIDARIEDADE",2
"2195",2018,"PA","Deputado Estadual","SOLIDARIEDADE",1
"2196",2018,"PE","Deputado Estadual","SOLIDARIEDADE",1
"2197",2018,"RJ","Deputado Estadual","SOLIDARIEDADE",3
"2198",2018,"RN","Deputado Estadual","SOLIDARIEDADE",2
"2199",2018,"RR","Deputado Estadual","SOLIDARIEDADE",3
"2200",2018,"RS","Deputado Estadual","SOLIDARIEDADE",1
"2201",2018,"SP","Deputado Estadual","SOLIDARIEDADE",1
"2202",2018,"TO","Deputado Estadual","SOLIDARIEDADE",3
